"Avg. Area Income","Avg. Area House Age","Avg. Area Number of Rooms","Avg. Area Number of Bedrooms","Area Population","Price","Address"
"60910.89379333","5.6354667376139","7.3259737812412","4.2","43347.804001155","1274474.5458935","PSC 9354, Box 0703
APO AA 58696-1278"
"73931.978521588","6.3941076665986","4.5808399208718","4.32","36543.067280548","1213530.8498659","271 Johnson Hills Apt. 001
Mcculloughfurt, FM 70847"
"59539.948450136","6.0185902433478","7.0076761656473","5.43","58600.827149676","1411730.4772588","122 Russo Neck
South Kevin, KY 20712-5282"
"56547.507187404","5.4354151825558","6.5151498769053","3.13","37585.274576229","858685.56592496","85225 Christopher Inlet Apt. 627
West Calebberg, KS 76460"
"65950.347016833","5.4765131577672","6.7178443063132","3.28","40110.847604951","1200961.8209226","7125 Mullins Cliff
Maryborough, WY 66971"
"74533.162081988","6.6793531300592","5.919230725467","4","49481.565807604","1520234.2293775","905 Lane Pines Suite 348
Brownborough, DE 57196-3319"
"66422.919051767","7.1220718503264","7.0785837449402","6.36","31019.32482069","1360908.31962","61090 Griffith Ridges
Craigstad, AK 28807-8602"
"74334.494848911","5.4190125640792","6.2615352840817","4.12","41640.435660657","1360920.5303861","270 Jennifer Loop Suite 343
South Jesse, ND 60570-1483"
"63538.346158222","4.76449930815","7.1686624108432","3.27","43282.18300425","1146532.4547406","10973 Clark Trafficway
Meyersbury, LA 63237"
"83953.104839097","7.385134534015","6.8988465689572","3.08","37283.357645952","1789098.5206915","91733 Baker Orchard
South Kyle, KS 37301"
"57279.063575859","5.1181089047933","6.5615202161027","3.17","44023.790684932","852099.46402685","024 William Course
East Charlotteview, DE 69073-3104"
"56553.550252662","5.691129212559","7.0212523542777","3.15","29682.409864228","746096.72890049","PSC 4455, Box 3268
APO AP 45454"
"75795.575982591","5.7867800238068","7.3273253429964","6.25","33197.77774263","1534479.9065644","562 Brown Junction Suite 282
Christopherborough, KS 20719"
"70848.788658737","5.2823250204565","6.7664446637173","3.27","40458.735869517","1215608.531056","USCGC Thompson
FPO AA 13237-3887"
"59787.404503936","5.6531203155321","6.5945922791401","3.43","32402.107549147","941594.32841077","65884 Johns Valley Apt. 621
Ethanbury, NY 07783"
"64826.371894956","4.0109073371054","8.2904198125915","4.38","60286.043101358","1204598.0374631","Unit 2139 Box 3667
DPO AP 49517"
"65925.853796268","7.6055119536512","7.0704095406652","3.28","34171.360073669","1597655.2584123","253 Golden Island
East Donald, CT 91882"
"64419.252638346","6.9544221255649","8.516160048028","6.16","39318.170754724","1492011.4958621","4861 Steven Plains Suite 066
Port Reginaland, MN 06152-7205"
"58544.460298239","8.5626105763925","7.2763086291439","4.28","30865.586953745","1421216.5044409","5255 Rebecca Junctions Suite 240
Royshire, WI 85782-2398"
"68791.791688485","4.7255522284996","6.7042016042228","4.11","48423.322444177","1132522.9012947","2833 Townsend Cliffs
New Tommy, MP 86130-3426"
"82061.565203839","4.182828227623","5.9630318840785","4.1","36271.408495749","1102821.4381808","708 Pena Ramp
Terryburgh, CA 31572-1304"
"80659.525443596","5.4363062020469","7.1007534318038","6.24","52947.036360087","1856211.3503596","8030 Ruiz Dale
Shermanchester, KY 56950-5684"
"66668.093521035","6.1849653386201","7.8631274367325","3.35","47075.212232669","1687998.9329605","Unit 3857 Box 9497
DPO AE 92239"
"64721.564496371","5.677637526774","6.9713317010613","4.48","36115.816364403","1063423.0072649","042 Mitchell Mountains
Adamsview, OR 44424"
"65199.989940295","6.4457428983167","6.937127028133","3.2","28366.035431853","1177289.8862048","07420 Victoria Trail Apt. 904
Port Kevinbury, OR 86759"
"74579.989527246","4.6396541306978","5.52148929884","3.07","42806.146643801","1173474.3788373","38449 Shaw Glen
Pattonside, TX 98415"
"76273.670325493","7.8797518007876","4.5001653475844","3.39","46974.578785753","1637259.9986678","82387 Hensley Bypass
Danielmouth, ME 30791"
"67561.942060139","5.2514007471428","7.6585763389099","4.04","35517.541870404","1238938.290532","02304 Brandon Stravenue Apt. 231
Cordovabury, ID 36688"
"48904.983269317","4.8449725308344","5.4489560296094","3.38","32960.753070191","201898.0865725","2124 Garcia Viaduct
North Kellytown, DC 30864"
"72145.967213152","6.3986259901926","8.2586349234873","6.06","28882.900854674","1439506.101557","646 Nicholas Mall Apt. 058
East Danielle, OR 53708"
"70805.610683601","4.4437289238425","5.8091473055166","3.3","29268.826741685","585608.63262223","874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448"
"65383.337917287","7.5125267787451","6.640032003754","3.46","35114.402463487","1294685.158547","7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159"
"95450.293086013","6.5950606847813","6.850361008138","3.33","39388.515521077","2014851.3441615","035 Mark Bridge
West Craig, MT 78649"
"73698.696357291","6.3727309322299","6.5783520737636","4.33","51815.096418622","1840236.0058027","69600 Wilson Rue
Elizabethland, PW 17767-2884"
"66263.910501163","6.3749300660187","6.7369741310107","4.41","49829.951500481","1441421.9129936","001 Steve Plaza
Jessicastad, UT 25190"
"75394.759581622","6.9333524675497","7.8340998006492","4.48","22268.075305582","1498640.5506504","238 Anthony Drive
Acostahaven, AS 62753-6637"
"65984.750644858","6.5122700850092","6.3164800202283","2.38","21867.476939894","954746.57643282","01818 Wilson Spurs
West Andreaton, SD 69568-7005"
"66477.26279229","6.9821517251257","6.0384879793","2.37","32458.986699014","1124635.9316286","95779 Walton Square
Bakershire, PR 49599"
"69284.259636913","5.3474470914239","7.17342588518","3.45","40282.7242801","1169944.2477587","124 Russell Mountains Apt. 591
North Sharonfurt, OH 67836-4969"
"70404.496103719","5.5440837255065","6.0012613621925","2.02","37127.925501004","1114430.9534231","73080 Veronica Turnpike Suite 991
New Debra, VA 61246"
"74218.489021883","8.0697218674738","6.5063743021629","4.37","46770.660967889","1783534.8388274","106 Williams Well Apt. 657
Samanthaview, PR 87811"
"63441.714645126","6.4716737265863","7.0648111360621","3.22","48061.752673342","1302933.2475693","Unit 3405 Box 4348
DPO AP 68816-2990"
"57493.924570279","6.8932601570418","6.7340454162403","4.41","47039.215322941","1241483.6118733","4007 Kimberly Crossing
Nathanielview, NC 72093-8287"
"81543.777315334","5.5039231963399","5.8970528362663","2.14","9816.3008847085","954114.54395355","Unit 5889 Box 7282
DPO AE 41177-0399"
"78633.973755089","5.4653932311602","7.5311430119062","3.24","43728.803486197","1555320.5000011","075 Andrea Green Suite 201
Johnshire, KS 50389"
"52202.853719714","4.8693061813912","4.4143808657799","2.23","42165.812456868","404976.36589623","6811 Spears Trail Suite 081
East Troy, MS 43910"
"67980.388781929","5.5629388142556","6.1597052224157","2.44","25909.079196424","1073183.7598416","69401 Danielle Motorway
New Dennis, IL 53971"
"78568.449164052","5.4757373199953","6.2916007959632","2.29","41016.647091112","1422195.8794506","2276 Riley Flats Suite 975
Johnmouth, NH 39983"
"55472.654826906","4.82214713601","5.8559723089517","3.2","15353.956428663","340605.21131246","91111 Crane Spur
Kathleenmouth, ME 43022-3191"
"67579.234794431","5.9732190044885","7.7543575454423","6.32","21762.949685625","1170959.5262846","744 Hill Ports
Mooreside, MH 20945-2825"
"61456.150703781","6.8829543264332","6.4175726218144","4.19","30821.412086577","942838.16472181","019 Lisa Village Apt. 379
Maxwellmouth, DE 26176"
"60815.390394961","7.1701285304737","7.9843351221591","4.11","31233.64934591","1401613.9197693","50933 Barber Divide Suite 927
Jacksonborough, NE 46696-1788"
"51217.181160372","5.3848414074981","8.7761600335593","3.41","47089.475081098","1175504.486332","USS Harrington
FPO AE 12326"
"63027.674714858","4.855968121106","5.5809059374579","2.3","35991.720637888","608794.2466922","246 Michele Lock Suite 093
South Michellemouth, VI 62800"
"62484.855299128","6.4966514663693","7.3227097741582","5.13","26882.651794677","946943.03621714","356 Madeline Locks Apt. 115
Kaitlinland, MS 49150-0243"
"73923.466274398","7.005505784839","7.1350633470525","6.04","58745.312027559","1819900.6366437","232 Allen Ridge
West Jasonview, CT 93021"
"79737.6097639","7.3159579272039","6.6110960049952","2.17","28307.314325645","1463130.2729789","5042 Ricky Road
New Candice, MN 40661-8809"
"63890.471567665","4.9723065684897","7.9163863971949","5.49","43416.497820928","1252391.1798422","60860 Griffin Streets Apt. 040
East Catherine, NH 18346"
"67310.036952786","7.1937929888795","7.7607325545087","5.28","43310.612428268","1714445.1746366","89002 Robert Square Suite 028
Port Jennyside, CA 38546-6307"
"73145.730217803","4.0965172427904","7.2542174328295","3.18","49463.378879029","1291759.3926607","8533 Sparks Lodge
New Kevin, GA 98179"
"86924.358765622","6.8329396987544","7.7382955534177","6.32","28719.410888145","1809154.2893632","922 Mark Lodge
Matthewton, ID 71131-3139"
"74384.105629045","7.4114865706737","5.1648654759783","2.3","17117.443674841","1200539.3611678","757 Sherri Shores Suite 744
Jesusfurt, OK 73052-4985"
"67477.788184043","6.6235282933178","7.9161716598611","5.1","29763.925348616","1300265.2104155","PSC 8479, Box 0952
APO AA 33741"
"71202.956920327","4.3188691328771","6.6349540655091","4.37","34207.39720847","997448.72807699","5560 Michaela Spur Suite 730
West Charlottefurt, PA 00463"
"85845.317799195","6.7436529609181","9.4687663691959","3.46","46477.678684502","2152959.4089431","255 Sosa Pines Suite 751
Wilsonview, MT 31615"
"72138.870482449","7.1636409353307","8.4857782627072","5.45","35799.638274322","1629983.8467032","156 Conner Lane
East Brittany, MI 26733"
"44806.005164055","4.4945705279569","4.7253251166242","3.1","57390.89007381","497579.44658687","478 Vasquez Fort Apt. 346
Aliciaside, NV 37124-6408"
"67504.17845949","5.3297985088884","5.8944119489194","4.36","37441.120543614","890112.54931789","67610 Smith Knolls
Brendaberg, MA 55188-7972"
"74706.100531711","5.0033277643858","5.6610641266852","2.05","39680.609320436","1064685.6987335","504 Robertson Streets
Jamesshire, WA 56754"
"68898.345913394","6.787648529264","7.8713526444181","6.39","39515.571561605","1530124.0163169","777 Ross Crossroad
Kaiserville, RI 24445"
"58118.018160799","8.1372144710553","5.6509002856673","4.36","35598.390437472","1246246.8277598","2418 Samantha Green Apt. 016
Port Keithmouth, VT 62207-0408"
"77643.283087097","6.0701159223404","5.381038359374","4.45","35512.255046882","1240754.9320464","95957 Tara Hill Suite 428
Huntland, KS 57002-5552"
"67769.825590999","8.0746936676817","6.7616314076169","4.22","33254.603409428","1760734.690364","26906 Simmons Underpass Suite 444
Port Tinashire, DC 13101"
"74411.059892267","5.53462754365","7.2101233611689","6.44","43537.502945505","1393746.7604674","4930 James Flats
New Shannon, NJ 75829-8040"
"73101.078797669","4.1041299227226","8.9203332212778","4.35","29497.971293354","1172385.8977046","78212 Turner Ville Apt. 217
West Lauraberg, MP 47353-3682"
"58708.41715674","5.0838610357281","6.2628258836074","4.07","15969.92604124","483986.10899253","33410 Smith Summit
West Kimberlyberg, CT 49785-3758"
"63876.05991009","7.0802193255407","7.1874329748867","3.37","38052.876443166","1388530.1566836","49940 Ramirez Mission Suite 136
West Bryan, MD 95291-3904"
"68343.154091419","6.3924437900796","8.4251128949636","6.2","40653.870065402","1721739.3841385","4746 Morgan Forge
Diaztown, VT 79978"
"73064.97996128","5.9940627994569","7.2043688951369","6.19","30699.339710511","1276448.792043","5808 Burton Viaduct
North Nicholasport, CO 32392-1208"
"67367.268082799","6.7747108086643","6.6908948986409","2.49","32547.272533077","1161742.6774464","8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264"
"66547.181751592","6.3506720419279","5.3050004120532","2.04","16741.964987127","786407.94511743","249 Susan Canyon
North Jessica, ID 13412"
"73313.545384182","6.4147232356052","8.4929012288696","4.46","37808.996672121","1604920.9734584","08091 Bush Course
New Michael, RI 47524-7511"
"47681.361733035","6.8905082242102","7.7882679862156","5.13","50908.978909111","1230149.1367864","PSC 6933, Box 3805
APO AP 50576"
"67910.949128462","6.4458519070194","6.6759372677622","4.32","31379.782970582","1051644.5540225","6798 Smith Junctions
Wolfeton, WY 86565-5079"
"69277.891249808","6.1425916813664","7.8117244706304","5.15","43717.91309194","1415073.6141812","256 Sanchez Ports Apt. 057
Johnmouth, PA 69763"
"67946.714675613","5.4031756729008","5.6711363427854","3.21","35197.942569025","1043483.915132","68672 Guzman Ridge
Clinefurt, WI 04078-6179"
"90975.11327248","4.7406830349607","8.3203519863028","6.45","44426.213647598","1544379.7477357","4447 Steven River Suite 076
West Karenmouth, DC 61561-8593"
"61885.546440329","5.4052659691739","6.9141957695988","3.22","48726.951303303","1352135.9672642","USCGC Hess
FPO AE 29193"
"69401.847217265","7.0423549949791","8.0970442849536","3.44","29293.074048931","1505727.4308014","0617 Neal Curve
South Daniel, AS 09326"
"72969.121271231","6.1885757261569","8.0769436036163","4.2","31755.72136424","1416965.9786882","412 Janet Radial Suite 115
Kariview, NY 37073-8343"
"75582.459764535","5.5064734292533","6.7749864185315","4.33","31946.303867523","1046721.9761732","9155 Kayla Station Suite 233
Natalieborough, SC 99093-8399"
"56241.226773132","5.623087015762","6.8186707535327","2.18","32745.368120154","939040.00356012","3062 Donald Inlet Suite 642
West Matthew, GU 49340"
"79412.835471746","6.0873601686959","7.4813211122264","3.26","17568.733760583","1383031.3323664","764 Timothy Turnpike
North Audreymouth, TX 02395"
"79618.236846021","4.5661661008696","6.6698884114464","3.49","29636.507110557","1072503.2379437","862 Ryan Flat
West Larryborough, WV 11517"
"67019.074047397","6.4879431667073","7.3313301000182","6.26","24997.108705994","1134397.7577154","378 Evans Crest
East Shelbystad, HI 23326"
"56063.480866763","5.1069351201481","5.3853397775214","4.14","39129.296704703","734827.50801229","09897 Katherine Forge
North Johnside, NC 01211"
"57077.580304069","5.7754670405837","6.9520266737614","4.27","33393.916603225","991892.31748425","2367 Noah Center
North Dakotashire, PA 99619-0890"
"75954.818253018","4.2899162805445","7.4187506028108","5.04","34467.75869801","1057252.5826211","19678 Noble Cove Suite 264
South Elizabethfort, CO 13304-1647"
"52575.815174922","7.1337194171315","7.1736988818634","4.06","41828.579616887","1237224.8587518","8803 Jackson Ramp
South Thomasland, RI 09631-6361"
"63312.805674677","6.1391154516213","8.1996152414248","4.41","43230.352157957","1442632.5412266","87629 Shawn Crossing
North William, MN 71601-6188"
"82526.962104819","6.453073406098","7.7482489525972","4.46","43947.680264123","1877402.3197269","2574 Shannon Alley
South Fred, OR 64217"
"73204.942132288","6.6409158630535","7.3119123213479","6.4","35090.500809868","1394518.4154676","676 Jose Locks Apt. 415
South Cynthia, SC 89264"
"56357.193138055","5.707903109152","5.2403008866004","3.25","38061.998298956","953939.32990564","4160 Martinez Bridge Apt. 713
West Ann, MI 89447-0160"
"71316.624650415","7.1077676872137","7.0889926909212","5.33","21651.699409212","1219778.0342016","26847 Weber Ports Apt. 767
North Robinton, FM 43014"
"75046.848203926","4.9830846285112","8.8772400416236","3","32468.031152301","1287325.3818567","PSC 8891, Box 6475
APO AP 28726-5123"
"84474.16005619","6.9708547458724","5.935909326222","2.47","38677.815153055","1739893.5550496","623 Jackson Road Apt. 492
Sarahville, NM 19973"
"68162.683925669","6.9622067159632","6.6973580098593","3.07","31843.876337226","1213382.2226365","0575 Edward Cliff
Miguelmouth, NY 06408"
"62784.332948343","7.5723502153217","4.6527175544506","3.31","35122.389471608","1007478.7484312","6660 Alex Park
Barkerfort, WY 52781"
"67009.815673744","6.8497699365943","7.6107208561049","3.22","39737.122608963","1528756.12615","176 Parker Grove Apt. 591
Nicoleshire, MO 83183-5326"
"67437.250363356","6.7673632373037","6.703917223272","2.05","29356.223367925","1182459.7716637","203 Amy Ford Suite 158
Kelleyfurt, LA 49990-9626"
"65967.769308576","6.8477249761166","7.7772794435133","3.14","35799.96254832","1474546.7621461","842 Jackson Parkway
Angelabury, MI 68188-8699"
"42816.305885509","7.6039999234522","7.04524851047","4.18","47457.662214284","1078016.9396491","5339 Charles Road Apt. 570
East Angelicastad, PR 36295-7649"
"83347.669696964","5.4681584271575","5.4752526534969","3.14","48226.71892778","1453381.6243031","0647 Ramirez Hill
New Crystalport, AZ 33060"
"81699.879995543","5.4798018295656","6.4760073411937","4.41","39527.048560846","1495012.9648341","4233 Chase Fields
East Vanessabury, OR 85375-7861"
"56143.788664936","4.5801224459096","6.6689797742753","4.04","45084.03665959","714148.4147529","0606 Ricardo Drive
Williamton, GU 79243"
"59513.834919521","4.8851317712611","5.5747143496944","3.18","44162.27920522","894292.0474101","14157 Jones Parkway Suite 319
North Haley, AK 18534"
"78379.412239004","5.9856971510839","5.681833507283","3.2","31357.388214298","1159841.8313392","2579 Pamela Shoals
North Christianhaven, TX 95259"
"70877.375742919","6.7668771540307","7.213659075278","5.07","36033.426851544","1195986.2988349","PSC 5171, Box 6452
APO AA 44610-4655"
"61526.974447977","6.5939625390079","9.180401428602","6.11","27307.948031414","1381430.6301888","23682 William Glens Apt. 920
Lake Hollystad, CO 20067"
"65316.99602071","7.4148752306598","6.7330848667093","2","55799.497481182","1534889.8534667","32521 Martinez Highway
Stephaniehaven, NY 78577"
"76268.818333863","6.9427978666027","6.1479075959827","3.17","38649.852386212","1494125.3298719","9109 Omar View Suite 461
East Sarahfort, WI 02969"
"48531.36422853","6.8631840387949","8.5174010591117","5.3","39731.150563495","1356146.2608426","5611 Chandler Mill
East Brianfort, AK 51236-0093"
"82906.654801159","5.9014516557308","5.7673661355571","4.26","38820.481943761","1454943.0736612","PSC 5599, Box 5942
APO AP 55563-1953"
"63117.844050773","4.9403967053406","5.6367793945739","2.31","43091.845142506","774118.1878355","2128 Shawna Orchard Suite 992
New Melissabury, MN 22338"
"75860.861148893","3.6908905696788","4.7883802065518","3.48","41003.880081138","889113.23886125","019 Moore Center Apt. 643
West John, KY 54923"
"68844.764248758","4.8604529996616","6.9168081814674","3.29","48392.497360458","1211102.2108892","Unit 3192 Box 6415
DPO AP 76779-7624"
"52446.266856001","5.6946108077927","7.4296392441132","3.11","32934.553200975","658646.18472652","20185 Mary Crest
South Reneeville, VI 91892"
"69342.706839904","5.8046867524566","7.8059037024259","3.36","37082.374218912","1400104.8707603","18067 Williams Roads Suite 683
South Christineton, CO 76227"
"55932.052683871","7.2183091452232","6.020201205066","4","42488.309999552","1262017.7920599","089 Wilson Forks Suite 185
East Gina, PA 98785-6132"
"53306.922136504","4.6322677183617","6.1947943248826","2.15","39063.33871389","553077.21261208","9643 Oscar Valley
North Richardstad, ME 14629-9980"
"56976.546398417","6.0612122405565","7.2592867091648","3.08","46375.502494338","1203247.8901339","46619 Morgan Squares
Stevenfurt, FM 70548"
"51296.488629711","6.1552597636531","7.8317664755829","6.18","32078.906801166","1115323.0148424","407 Silva Inlet Apt. 301
East Carolmouth, SC 73414"
"63995.004892801","7.5975332204428","7.090050637209","5.25","24748.268270891","1301881.4165286","USCGC Friedman
FPO AE 57606-0743"
"71915.146685772","6.2797538535577","5.5212163706443","4.47","27714.293656856","1006687.3871389","038 Anderson Club Suite 485
Richardsonfort, MA 22267"
"62137.597213311","5.4407250430962","7.2351912880517","5.21","19045.619505212","749383.07255541","014 Shaun Gardens
Lake Todd, HI 08110"
"78050.969827775","5.2340447678508","6.2903058884706","4.15","27789.748516297","1075596.5865852","2606 Stout Inlet
Port Brenda, SC 59596-5906"
